customer_id,acquisition_date,total_spent,num_orders,avg_order_value,last_purchase_date,recency_days,product_category_pref,marketing_channel,is_churn
CUST_0301,2024-04-11,5779.77,7,768.29,2024-11-19,255,Books,Paid Ads,1
CUST_0302,2024-05-12,5967.55,6,929.38,2025-04-04,119,Apparel,Email,1
CUST_0303,2024-12-29,756.29,1,817.65,2025-01-23,190,Groceries,Email,1
CUST_0304,2024-10-03,3803.26,2,1492.31,2025-03-20,134,Home Goods,Referral,1
CUST_0305,2024-05-29,6591.41,5,1185.6,2025-07-05,27,Home Goods,Social Media,0
CUST_0306,2024-09-28,4364.85,5,797.36,2025-04-17,106,Electronics,Paid Ads,1
CUST_0307,2024-05-03,4551.49,5,821.75,2024-08-04,362,Apparel,Social Media,1
CUST_0308,2024-08-14,3993.71,2,1433.2,2025-04-25,98,Books,Social Media,1
CUST_0309,2024-07-25,5819.64,6,927.62,2025-03-04,150,Apparel,Email,1
CUST_0310,2024-05-21,5281.66,3,1330.18,2025-05-04,89,Books,Email,1
CUST_0311,2024-10-07,4188.75,4,979.78,2025-07-10,22,Groceries,Social Media,0
CUST_0312,2024-10-01,6777.33,8,841.97,2025-02-03,179,Books,Email,1
CUST_0313,2024-10-12,5171.68,6,825.99,2025-01-12,201,Home Goods,Social Media,1
CUST_0314,2024-11-29,6900.62,4,1513.18,2025-06-07,55,Home Goods,Paid Ads,0
CUST_0315,2024-06-06,1747.98,2,851.24,2024-09-21,314,Home Goods,Social Media,1
CUST_0316,2024-12-22,3145.29,2,1071.51,2025-04-29,94,Books,Paid Ads,1
CUST_0317,2024-03-05,2759.15,2,967.02,2025-03-02,152,Electronics,Paid Ads,1
CUST_0318,2024-02-07,8279.93,6,1222.64,2025-05-06,87,Apparel,Referral,1
CUST_0319,2024-03-07,5848.47,5,1043.0,2024-09-19,316,Apparel,Email,1
CUST_0320,2024-08-01,3515.06,5,603.99,2024-10-28,277,Groceries,Social Media,1
CUST_0321,2024-12-27,2187.37,2,975.07,2024-10-09,296,Apparel,Email,1
CUST_0322,2024-07-07,4381.58,5,774.35,2024-11-23,251,Home Goods,Social Media,1
CUST_0323,2024-08-20,3441.7,3,941.7,2024-08-30,336,Apparel,Email,1
CUST_0324,2024-02-10,4871.86,5,822.92,2025-06-17,45,Apparel,Email,0
CUST_0325,2024-11-27,5687.69,4,1230.67,2024-10-06,299,Apparel,Referral,1
CUST_0326,2024-09-06,6375.73,5,1125.9,2024-12-27,217,Apparel,Social Media,1
CUST_0327,2024-06-23,4246.01,3,1172.73,2024-12-24,220,Apparel,Email,1
CUST_0328,2024-05-26,7264.07,4,1659.73,2025-07-20,12,Electronics,Email,0
CUST_0329,2024-09-14,7452.81,5,1347.13,2024-09-10,325,Home Goods,Social Media,1
CUST_0330,2024-07-19,6906.27,6,1086.14,2025-07-05,27,Books,Email,0
CUST_0331,2024-12-15,1605.81,1,806.33,2024-08-06,360,Apparel,Paid Ads,1
CUST_0332,2024-03-02,1081.22,1,1219.79,2024-08-13,353,Books,Referral,1
CUST_0333,2024-05-25,3522.74,3,949.58,2025-02-01,181,Home Goods,Social Media,1
CUST_0334,2024-10-14,5577.39,5,1078.1,2025-07-09,23,Apparel,Email,0
CUST_0335,2024-11-08,4843.46,5,896.32,2024-08-17,349,Electronics,Email,1
CUST_0336,2024-07-14,4691.07,4,1129.17,2025-01-28,185,Home Goods,Social Media,1
CUST_0337,2024-03-04,1742.22,1,1381.75,2024-11-11,263,Home Goods,Social Media,1
CUST_0338,2024-04-22,4908.06,7,656.0,2025-03-28,126,Groceries,Email,1
CUST_0339,2024-06-03,1465.41,2,564.71,2025-01-29,184,Apparel,Social Media,1
CUST_0340,2024-05-01,6393.91,7,899.85,2024-11-14,260,Groceries,Social Media,1
CUST_0341,2024-05-05,1920.67,3,554.12,2025-03-27,127,Groceries,Email,1
CUST_0342,2024-06-10,3967.52,4,797.05,2025-04-22,101,Books,Referral,1
CUST_0343,2024-09-06,4663.71,5,858.37,2024-08-07,359,Books,Email,1
CUST_0344,2024-04-01,5648.8,6,892.63,2024-09-03,332,Books,Email,1
CUST_0345,2024-08-01,8921.38,6,1338.21,2025-05-26,67,Electronics,Email,1
CUST_0346,2024-06-12,8328.88,5,1468.57,2025-04-17,106,Groceries,Social Media,1
CUST_0347,2024-01-05,3669.03,2,1261.95,2025-05-22,71,Groceries,Paid Ads,1
CUST_0348,2024-06-02,4973.06,4,1117.16,2024-12-02,242,Apparel,Social Media,1
CUST_0349,2024-08-03,9164.7,14,652.8,2025-06-11,51,Home Goods,Paid Ads,0
CUST_0350,2024-08-06,7387.91,8,898.93,2025-07-28,4,Books,Email,0
CUST_0351,2024-11-24,2230.71,1,1288.93,2025-04-01,122,Groceries,Email,1
CUST_0352,2024-01-13,6770.92,5,1236.74,2025-07-10,22,Books,Referral,0
CUST_0353,2024-10-24,7851.87,5,1392.47,2025-06-21,41,Apparel,Social Media,0
CUST_0354,2024-02-26,4752.54,5,893.06,2025-04-27,96,Electronics,Paid Ads,1
CUST_0355,2024-07-06,7377.83,6,1212.49,2025-07-30,2,Electronics,Email,0
CUST_0356,2024-10-16,4673.87,6,776.53,2025-03-20,134,Apparel,Social Media,1
CUST_0357,2024-07-06,8450.23,7,1201.62,2025-03-12,142,Home Goods,Social Media,1
CUST_0358,2024-05-24,7910.04,7,1000.93,2025-07-30,2,Electronics,Email,0
CUST_0359,2024-04-20,5852.99,6,898.29,2024-10-31,274,Groceries,Email,1
CUST_0360,2024-01-27,5119.11,5,897.43,2024-10-13,292,Apparel,Social Media,1
CUST_0361,2024-02-22,7962.48,9,856.43,2024-12-02,242,Home Goods,Email,1
CUST_0362,2024-01-10,5438.46,3,1386.78,2025-05-20,73,Apparel,Social Media,1
CUST_0363,2024-02-22,5473.16,3,1410.91,2024-11-10,264,Groceries,Referral,1
CUST_0364,2024-01-12,1333.32,1,991.57,2025-01-27,186,Electronics,Referral,1
CUST_0365,2024-03-19,6413.63,5,1279.08,2024-11-06,268,Electronics,Paid Ads,1
CUST_0366,2024-11-20,5369.8,7,684.11,2025-07-28,4,Books,Paid Ads,0
CUST_0367,2024-05-20,1240.88,1,643.28,2024-12-06,238,Electronics,Referral,1
CUST_0368,2024-08-05,6476.16,6,1033.27,2025-06-07,55,Electronics,Social Media,0
CUST_0369,2024-08-22,5383.01,5,1020.51,2024-09-03,332,Home Goods,Paid Ads,1
CUST_0370,2024-07-19,5406.61,5,914.6,2024-08-09,357,Electronics,Email,1
CUST_0371,2024-12-24,100.0,1,1005.07,2025-01-08,205,Home Goods,Referral,1
CUST_0372,2024-12-26,7470.24,8,903.97,2025-07-16,16,Apparel,Paid Ads,0
CUST_0373,2024-11-05,4453.96,4,1109.54,2024-12-12,232,Electronics,Email,1
CUST_0374,2024-09-20,7549.18,6,1243.02,2025-01-05,208,Home Goods,Email,1
CUST_0375,2024-03-05,4342.76,3,1180.96,2025-04-15,108,Electronics,Email,1
CUST_0376,2024-02-13,5596.75,6,809.53,2025-02-21,161,Apparel,Social Media,1
CUST_0377,2024-12-21,3281.82,2,1358.6,2025-05-10,83,Books,Paid Ads,1
CUST_0378,2024-07-06,7823.75,9,834.73,2024-09-04,331,Books,Email,1
CUST_0379,2024-07-04,5463.3,4,1329.35,2024-12-10,234,Books,Social Media,1
CUST_0380,2024-05-13,1224.35,1,782.46,2025-04-09,114,Home Goods,Email,1
CUST_0381,2024-05-05,8542.19,5,1551.28,2025-07-19,13,Groceries,Paid Ads,0
CUST_0382,2024-06-08,5346.68,4,1073.19,2025-04-19,104,Apparel,Email,1
CUST_0383,2024-07-13,5624.14,5,1044.98,2024-11-10,264,Books,Email,1
CUST_0384,2024-08-05,5303.24,5,1007.63,2025-02-27,155,Home Goods,Referral,1
CUST_0385,2024-10-14,4588.54,5,804.99,2024-11-16,258,Electronics,Referral,1
CUST_0386,2024-10-27,6806.9,6,1018.18,2025-04-15,108,Groceries,Email,1
CUST_0387,2024-07-06,3589.15,3,1018.69,2024-08-25,341,Electronics,Social Media,1
CUST_0388,2024-11-03,1621.88,2,784.2,2024-10-22,283,Home Goods,Referral,1
CUST_0389,2024-10-20,2384.85,2,1057.5,2025-05-31,62,Electronics,Email,1
CUST_0390,2024-08-22,3322.62,2,1120.85,2025-06-12,50,Groceries,Social Media,0
CUST_0391,2024-03-10,5571.84,7,754.3,2024-12-01,243,Books,Paid Ads,1
CUST_0392,2024-11-27,4152.45,8,514.79,2024-12-31,213,Electronics,Paid Ads,1
CUST_0393,2024-10-11,5053.36,4,1171.63,2025-06-07,55,Apparel,Paid Ads,0
CUST_0394,2024-12-17,2885.06,3,775.06,2025-03-14,140,Electronics,Email,1
CUST_0395,2024-12-07,5612.03,4,1316.4,2025-04-28,95,Apparel,Paid Ads,1
CUST_0396,2024-09-11,2499.18,2,1181.35,2025-04-09,114,Books,Social Media,1
CUST_0397,2024-04-10,3885.44,6,562.95,2024-12-12,232,Electronics,Social Media,1
CUST_0398,2024-09-04,11991.76,21,560.98,2025-07-29,3,Apparel,Referral,0
CUST_0399,2024-06-11,4830.87,6,798.32,2025-05-17,76,Books,Social Media,1
CUST_0400,2024-06-29,7757.42,12,626.55,2025-04-06,117,Groceries,Paid Ads,1
CUST_0401,2024-12-08,1947.46,1,1009.77,2024-11-22,252,Electronics,Paid Ads,1
CUST_0402,2024-08-24,4270.9,7,561.53,2025-01-05,208,Home Goods,Referral,1
CUST_0403,2024-04-18,6558.55,7,912.83,2025-06-22,40,Apparel,Referral,0
CUST_0404,2024-10-05,4278.22,85,50.0,2025-07-03,29,Apparel,Social Media,0
CUST_0405,2024-04-21,4267.54,3,1133.16,2024-09-05,330,Groceries,Email,1
CUST_0406,2024-10-06,6798.87,5,1223.38,2025-05-30,63,Electronics,Paid Ads,1
CUST_0407,2024-06-29,3854.26,7,500.02,2024-09-22,313,Home Goods,Email,1
CUST_0408,2024-09-05,4652.94,5,834.3,2024-12-17,227,Apparel,Email,1
CUST_0409,2024-11-12,6989.96,7,951.24,2025-04-26,97,Books,Referral,1
CUST_0410,2024-06-17,4496.54,3,1340.09,2024-11-25,249,Books,Social Media,1
CUST_0411,2024-07-24,4282.78,5,752.78,2025-06-26,36,Groceries,Referral,0
CUST_0412,2024-07-31,2656.66,2,1042.6,2024-08-20,346,Books,Social Media,1
CUST_0413,2024-06-10,5836.8,4,1420.48,2025-07-22,10,Apparel,Email,0
CUST_0414,2024-02-17,7103.9,10,700.58,2025-06-24,38,Books,Referral,0
CUST_0415,2024-02-20,6213.45,6,945.04,2025-06-22,40,Electronics,Social Media,0
CUST_0416,2024-07-16,5460.14,4,1149.32,2025-01-28,185,Apparel,Social Media,1
CUST_0417,2024-06-17,3883.4,5,669.95,2024-10-01,304,Groceries,Referral,1
CUST_0418,2024-03-16,3581.24,2,1562.85,2024-09-05,330,Home Goods,Email,1
CUST_0419,2024-12-04,4201.7,3,1089.96,2024-08-18,348,Groceries,Email,1
CUST_0420,2024-08-03,6780.77,5,1172.56,2024-12-17,227,Electronics,Email,1
CUST_0421,2024-10-09,2926.1,2,985.54,2025-01-07,206,Apparel,Social Media,1
CUST_0422,2024-03-29,4042.33,5,741.17,2025-05-12,81,Home Goods,Referral,1
CUST_0423,2024-01-07,5852.24,6,945.04,2025-06-07,55,Groceries,Social Media,0
CUST_0424,2024-11-23,5139.49,6,808.07,2024-08-24,342,Apparel,Paid Ads,1
CUST_0425,2024-01-05,3741.47,2,1460.12,2025-04-05,118,Apparel,Social Media,1
CUST_0426,2024-01-19,3979.33,3,1063.52,2024-12-18,226,Groceries,Referral,1
CUST_0427,2024-06-30,3882.01,3,1102.02,2025-01-26,187,Books,Social Media,1
CUST_0428,2024-01-29,5848.95,6,949.57,2025-07-24,8,Electronics,Email,0
CUST_0429,2024-01-17,5226.19,7,718.2,2025-06-21,41,Books,Referral,0
CUST_0430,2024-08-06,3405.71,3,1011.06,2025-02-25,157,Apparel,Social Media,1
CUST_0431,2024-05-03,8743.5,7,1146.78,2024-08-12,354,Electronics,Paid Ads,1
CUST_0432,2024-01-20,3906.64,4,918.5,2025-03-11,143,Electronics,Email,1
CUST_0433,2024-11-04,6622.79,10,655.52,2025-06-14,48,Home Goods,Email,0
CUST_0434,2024-02-28,7035.32,6,1081.45,2025-07-06,26,Apparel,Referral,0
CUST_0435,2024-11-10,6102.95,5,1102.18,2024-08-29,337,Home Goods,Email,1
CUST_0436,2024-10-10,2235.08,1,1462.24,2025-01-17,196,Apparel,Paid Ads,1
CUST_0437,2024-03-13,4229.23,3,1126.14,2024-12-09,235,Home Goods,Email,1
CUST_0438,2024-10-09,3271.22,3,957.72,2025-01-27,186,Books,Paid Ads,1
CUST_0439,2024-05-11,8354.93,9,852.27,2024-09-28,307,Apparel,Email,1
CUST_0440,2024-02-10,6615.06,9,708.03,2024-10-01,304,Groceries,Referral,1
CUST_0441,2024-02-16,4851.75,5,927.36,2024-08-08,358,Apparel,Social Media,1
CUST_0442,2024-03-01,2185.75,2,888.44,2025-05-18,75,Electronics,Paid Ads,1
CUST_0443,2024-05-17,4458.76,3,1267.78,2025-03-18,136,Books,Email,1
CUST_0444,2024-12-23,6738.31,5,1266.19,2024-12-06,238,Books,Email,1
CUST_0445,2024-04-16,1564.41,1,1085.46,2024-12-03,241,Groceries,Social Media,1
CUST_0446,2024-07-05,9282.77,11,774.82,2024-11-27,247,Books,Email,1
CUST_0447,2024-04-23,6076.65,5,1055.27,2025-04-01,122,Apparel,Email,1
CUST_0448,2024-07-03,5793.26,9,605.84,2025-03-07,147,Groceries,Social Media,1
CUST_0449,2024-11-06,6474.58,6,952.41,2025-01-21,192,Books,Paid Ads,1
CUST_0450,2024-08-29,5271.44,5,1049.47,2024-08-16,350,Books,Social Media,1
CUST_0451,2024-05-19,5199.21,10,502.07,2024-08-30,336,Books,Social Media,1
CUST_0452,2024-12-09,3663.86,2,1301.66,2025-04-28,95,Home Goods,Email,1
CUST_0453,2024-11-09,4540.4,6,744.58,2025-04-29,94,Apparel,Email,1
CUST_0454,2024-09-17,6843.6,5,1144.81,2025-07-29,3,Apparel,Social Media,0
CUST_0455,2024-10-11,356.74,1,680.29,2025-02-11,171,Electronics,Social Media,1
CUST_0456,2024-04-13,5196.93,3,1336.22,2025-03-01,153,Electronics,Social Media,1
CUST_0457,2024-07-27,8144.48,9,825.87,2025-06-04,58,Apparel,Social Media,0
CUST_0458,2024-06-10,9853.43,8,1129.89,2024-09-29,306,Apparel,Social Media,1
CUST_0459,2024-04-27,7042.77,4,1626.53,2025-05-15,78,Home Goods,Email,1
CUST_0460,2024-12-19,7030.46,7,927.63,2024-10-07,298,Electronics,Referral,1
CUST_0461,2024-11-15,4796.27,3,1217.32,2025-07-15,17,Apparel,Email,0
CUST_0462,2024-10-31,7185.0,5,1214.79,2025-07-31,1,Electronics,Referral,0
CUST_0463,2024-01-25,3186.86,2,1512.82,2024-08-25,341,Apparel,Social Media,1
CUST_0464,2024-06-04,7102.19,5,1246.23,2025-03-09,145,Books,Email,1
CUST_0465,2024-04-27,4522.17,3,1429.05,2024-09-05,330,Apparel,Social Media,1
CUST_0466,2024-01-30,3205.91,4,798.09,2025-05-28,65,Apparel,Email,1
CUST_0467,2024-10-18,5309.22,3,1354.01,2025-07-14,18,Apparel,Paid Ads,0
CUST_0468,2024-11-30,4865.99,5,828.59,2024-11-09,265,Apparel,Social Media,1
CUST_0469,2024-03-02,2094.41,3,580.85,2025-02-16,166,Groceries,Email,1
CUST_0470,2024-03-02,4220.93,3,1315.59,2024-11-08,266,Electronics,Email,1
CUST_0471,2024-07-19,7793.19,6,1124.39,2025-06-23,39,Home Goods,Referral,0
CUST_0472,2024-12-20,7148.49,4,1457.86,2025-07-25,7,Home Goods,Email,0
CUST_0473,2024-08-02,2476.7,1,1596.94,2024-10-01,304,Home Goods,Social Media,1
CUST_0474,2024-06-18,8281.07,10,803.33,2025-02-19,163,Apparel,Social Media,1
CUST_0475,2024-04-03,5797.97,4,1196.68,2025-03-14,140,Home Goods,Social Media,1
CUST_0476,2024-12-11,6131.37,6,981.78,2025-04-02,121,Home Goods,Social Media,1
CUST_0477,2024-06-14,3373.98,2,1220.2,2024-12-29,215,Apparel,Social Media,1
CUST_0478,2024-12-21,6228.05,5,1158.52,2024-11-11,263,Electronics,Social Media,1
CUST_0479,2024-06-13,4334.73,3,1147.46,2025-02-03,179,Groceries,Referral,1
CUST_0480,2024-08-04,6341.48,6,912.32,2025-06-24,38,Electronics,Referral,0
CUST_0481,2024-06-30,9898.92,15,647.11,2025-07-19,13,Electronics,Social Media,0
CUST_0482,2024-07-05,4408.16,3,1329.81,2024-08-03,363,Apparel,Social Media,1
CUST_0483,2024-04-23,2936.53,2,1334.01,2024-09-20,315,Home Goods,Email,1
CUST_0484,2024-07-26,1497.26,2,541.73,2025-03-27,127,Groceries,Referral,1
CUST_0485,2024-06-19,3322.12,2,1122.6,2025-04-16,107,Home Goods,Paid Ads,1
CUST_0486,2024-04-19,7779.91,14,547.88,2025-07-27,5,Groceries,Paid Ads,0
CUST_0487,2024-09-02,6251.02,4,1265.57,2024-11-12,262,Groceries,Paid Ads,1
CUST_0488,2024-06-03,2882.18,1,1444.5,2024-08-30,336,Home Goods,Social Media,1
CUST_0489,2024-02-28,7022.93,5,1402.44,2025-03-31,123,Books,Email,1
CUST_0490,2024-04-13,4204.59,2,1545.98,2025-03-02,152,Groceries,Social Media,1
CUST_0491,2024-04-21,1013.56,2,384.9,2024-12-19,225,Home Goods,Email,1
CUST_0492,2024-04-03,5429.13,4,1290.71,2024-08-15,351,Electronics,Referral,1
CUST_0493,2024-12-29,4068.39,4,954.75,2024-08-11,355,Apparel,Paid Ads,1
CUST_0494,2024-12-05,2738.77,2,1186.81,2024-10-07,298,Home Goods,Email,1
CUST_0495,2024-08-02,6790.71,8,810.53,2025-07-12,20,Apparel,Referral,0
CUST_0496,2024-08-10,4932.77,4,1136.42,2024-10-24,281,Electronics,Email,1
CUST_0497,2024-11-04,4588.28,5,776.03,2025-04-06,117,Apparel,Email,1
CUST_0498,2024-12-23,7463.97,31,238.78,2025-06-05,57,Groceries,Email,0
CUST_0499,2024-02-25,4177.22,4,854.79,2025-03-02,152,Apparel,Social Media,1
CUST_0500,2024-02-08,2170.05,3,610.03,2025-04-28,95,Apparel,Paid Ads,1
CUST_0501,2024-08-10,6702.14,4,1450.17,2024-11-23,251,Home Goods,Email,1
CUST_0502,2024-08-25,5232.88,5,969.69,2024-10-23,282,Apparel,Paid Ads,1
CUST_0503,2024-04-15,3272.08,5,584.96,2025-03-06,148,Home Goods,Referral,1
CUST_0504,2024-04-15,5787.59,13,421.7,2025-07-15,17,Books,Paid Ads,0
CUST_0505,2024-08-05,4902.21,8,578.44,2025-04-26,97,Books,Email,1
CUST_0506,2024-08-14,4391.18,4,1072.65,2024-11-28,246,Books,Social Media,1
CUST_0507,2024-12-30,8808.27,5,1487.79,2025-02-28,154,Apparel,Paid Ads,1
CUST_0508,2024-03-12,7953.87,12,649.67,2025-02-03,179,Electronics,Social Media,1
CUST_0509,2024-05-10,5883.97,6,870.88,2024-11-15,259,Home Goods,Email,1
CUST_0510,2024-01-06,7435.92,8,846.04,2024-11-28,246,Apparel,Referral,1
CUST_0511,2024-12-14,3937.57,3,1145.16,2024-08-20,346,Apparel,Paid Ads,1
CUST_0512,2024-01-13,7698.65,5,1498.43,2024-11-10,264,Apparel,Social Media,1
CUST_0513,2024-09-29,3000.49,3,764.94,2024-08-28,338,Apparel,Social Media,1
CUST_0514,2024-04-20,4860.84,3,1267.0,2024-11-26,248,Electronics,Email,1
CUST_0515,2024-07-28,8774.67,8,1035.85,2025-06-12,50,Apparel,Paid Ads,0
CUST_0516,2024-09-25,7261.97,5,1225.08,2025-02-07,175,Home Goods,Email,1
CUST_0517,2024-12-29,3698.33,3,1000.55,2025-01-17,196,Books,Social Media,1
CUST_0518,2024-08-14,3445.22,2,1208.0,2025-01-14,199,Books,Social Media,1
CUST_0519,2024-03-12,5449.7,4,1145.64,2025-04-22,101,Apparel,Referral,1
CUST_0520,2024-06-19,2686.93,2,1181.77,2024-11-02,272,Home Goods,Paid Ads,1
CUST_0521,2024-12-07,5196.14,3,1388.76,2024-10-19,286,Apparel,Social Media,1
CUST_0522,2024-05-28,5183.5,4,1075.67,2025-07-04,28,Home Goods,Referral,0
CUST_0523,2024-07-02,6738.31,7,863.34,2025-06-11,51,Home Goods,Email,0
CUST_0524,2024-06-25,6752.09,4,1441.8,2025-06-04,58,Apparel,Social Media,0
CUST_0525,2024-07-02,1721.03,1,882.26,2024-08-11,355,Home Goods,Paid Ads,1
CUST_0526,2024-07-26,2223.22,2,934.81,2024-12-01,243,Home Goods,Social Media,1
CUST_0527,2024-05-21,6698.02,6,968.43,2025-02-05,177,Home Goods,Referral,1
CUST_0528,2024-12-25,6730.4,6,1050.0,2025-06-04,58,Groceries,Referral,0
CUST_0529,2024-06-11,6270.89,9,664.77,2024-12-23,221,Groceries,Email,1
CUST_0530,2024-05-19,4459.68,3,1178.18,2025-01-25,188,Apparel,Referral,1
CUST_0531,2024-05-28,7446.17,8,922.34,2024-08-13,353,Home Goods,Paid Ads,1
CUST_0532,2024-10-28,7304.06,4,1546.65,2025-03-25,129,Groceries,Email,1
CUST_0533,2024-10-29,5086.17,5,923.03,2024-10-19,286,Home Goods,Referral,1
CUST_0534,2024-02-09,1690.23,2,711.99,2024-11-12,262,Books,Social Media,1
CUST_0535,2024-08-24,4582.0,5,807.84,2024-11-18,256,Electronics,Email,1
CUST_0536,2024-12-25,5144.07,5,936.34,2025-03-05,149,Books,Referral,1
CUST_0537,2024-08-07,4868.05,4,1135.2,2024-09-29,306,Electronics,Social Media,1
CUST_0538,2024-10-04,6113.11,10,599.36,2024-11-24,250,Home Goods,Paid Ads,1
CUST_0539,2024-11-30,4812.73,3,1397.74,2025-05-26,67,Electronics,Social Media,1
CUST_0540,2024-03-30,5565.58,6,912.79,2024-09-14,321,Home Goods,Social Media,1
CUST_0541,2024-03-12,5968.89,5,1138.5,2024-10-05,300,Apparel,Social Media,1
CUST_0542,2024-02-29,5672.14,3,1587.15,2025-05-29,64,Apparel,Social Media,1
CUST_0543,2024-02-28,5321.15,5,1015.99,2025-05-20,73,Books,Social Media,1
CUST_0544,2024-02-13,5533.35,7,727.9,2025-06-18,44,Home Goods,Referral,0
CUST_0545,2024-04-09,5818.9,5,1050.61,2025-01-09,204,Groceries,Paid Ads,1
CUST_0546,2024-12-20,2861.43,6,463.92,2024-10-07,298,Apparel,Email,1
CUST_0547,2024-07-26,2600.28,2,912.32,2024-08-20,346,Electronics,Email,1
CUST_0548,2024-09-27,5707.1,6,923.22,2025-06-11,51,Apparel,Email,0
CUST_0549,2024-10-12,5404.66,3,1489.56,2024-10-25,280,Apparel,Email,1
CUST_0550,2024-06-21,5508.52,6,888.37,2025-02-17,165,Books,Email,1
CUST_0551,2024-04-05,5998.82,6,915.83,2025-02-17,165,Electronics,Paid Ads,1
CUST_0552,2024-12-02,3272.23,2,1383.84,2024-08-16,350,Groceries,Email,1
CUST_0553,2024-09-03,5146.87,5,899.09,2024-10-21,284,Apparel,Email,1
CUST_0554,2024-11-24,5887.0,8,654.44,2025-04-17,106,Apparel,Paid Ads,1
CUST_0555,2024-10-07,4344.35,4,898.45,2025-05-09,84,Books,Referral,1
CUST_0556,2024-11-09,7166.55,8,830.08,2025-02-07,175,Apparel,Social Media,1
CUST_0557,2024-01-11,2842.93,3,731.52,2024-09-18,317,Groceries,Email,1
CUST_0558,2024-02-23,4223.8,7,583.3,2024-11-28,246,Home Goods,Social Media,1
CUST_0559,2024-12-29,2801.87,3,756.37,2024-11-27,247,Apparel,Paid Ads,1
CUST_0560,2024-05-09,5115.55,6,785.3,2025-03-23,131,Groceries,Email,1
CUST_0561,2024-03-03,4801.81,5,819.15,2025-05-17,76,Apparel,Email,1
CUST_0562,2024-10-18,4778.67,6,731.01,2025-03-19,135,Apparel,Social Media,1
CUST_0563,2024-09-26,100.0,1,887.55,2024-10-18,287,Home Goods,Email,1
CUST_0564,2024-04-15,3661.99,5,712.75,2024-08-22,344,Electronics,Social Media,1
CUST_0565,2024-06-12,3020.77,3,926.83,2025-05-04,89,Apparel,Referral,1
CUST_0566,2024-05-20,2412.36,3,629.76,2024-10-15,290,Electronics,Referral,1
CUST_0567,2024-04-25,6950.62,6,1154.69,2025-04-14,109,Apparel,Social Media,1
CUST_0568,2024-05-05,3329.43,3,1021.07,2024-08-07,359,Electronics,Paid Ads,1
CUST_0569,2024-04-15,2932.37,2,1003.74,2024-12-26,218,Home Goods,Email,1
CUST_0570,2024-07-07,4266.34,2,1449.33,2024-11-21,253,Apparel,Email,1
CUST_0571,2024-05-23,4757.84,4,1011.04,2025-03-07,147,Books,Email,1
CUST_0572,2024-01-04,6111.18,3,1728.78,2024-11-06,268,Groceries,Paid Ads,1
CUST_0573,2024-11-16,7354.41,6,1191.21,2025-06-20,42,Groceries,Social Media,0
CUST_0574,2024-10-22,6367.34,6,983.37,2025-04-22,101,Apparel,Referral,1
CUST_0575,2024-08-24,7145.77,6,1097.63,2025-04-23,100,Groceries,Social Media,1
CUST_0576,2024-03-29,4581.96,3,1160.05,2024-11-14,260,Home Goods,Paid Ads,1
CUST_0577,2024-06-24,5151.75,5,918.19,2025-01-30,183,Books,Email,1
CUST_0578,2024-06-07,4159.28,3,1377.31,2025-02-22,160,Home Goods,Email,1
CUST_0579,2024-10-06,6433.6,17,367.97,2025-07-08,24,Apparel,Paid Ads,0
CUST_0580,2024-11-27,5266.21,5,960.33,2025-07-10,22,Home Goods,Referral,0
CUST_0581,2024-12-21,1815.71,1,1262.25,2025-01-06,207,Groceries,Social Media,1
CUST_0582,2024-12-30,3237.86,4,786.33,2025-02-19,163,Electronics,Email,1
CUST_0583,2024-07-24,3190.77,2,1351.83,2025-01-12,201,Electronics,Social Media,1
CUST_0584,2024-01-15,5462.89,4,1193.95,2025-02-19,163,Apparel,Social Media,1
CUST_0585,2024-02-12,2404.98,3,772.64,2024-08-19,347,Groceries,Paid Ads,1
CUST_0586,2024-10-17,5246.21,4,1277.3,2025-02-28,154,Apparel,Referral,1
CUST_0587,2024-08-06,4339.76,4,936.5,2025-02-27,155,Electronics,Paid Ads,1
CUST_0588,2024-12-09,3408.62,3,944.85,2025-05-14,79,Home Goods,Paid Ads,1
CUST_0589,2024-02-27,1025.32,1,922.76,2025-05-26,67,Apparel,Social Media,1
CUST_0590,2024-05-10,6685.66,4,1361.94,2024-11-03,271,Books,Referral,1
CUST_0591,2024-09-16,5235.77,5,948.59,2025-03-09,145,Apparel,Email,1
CUST_0592,2024-12-30,4277.07,3,1124.93,2024-08-09,357,Home Goods,Social Media,1
CUST_0593,2024-10-25,6842.83,8,773.83,2024-10-06,299,Electronics,Email,1
CUST_0594,2024-09-23,7207.75,6,1142.55,2024-09-01,334,Home Goods,Social Media,1
CUST_0595,2024-08-17,3068.43,2,1128.05,2025-07-24,8,Home Goods,Referral,0
CUST_0596,2024-09-19,3961.69,2,1649.2,2024-12-31,213,Books,Email,1
CUST_0597,2024-02-20,4251.64,4,953.33,2025-02-05,177,Apparel,Paid Ads,1
CUST_0598,2024-09-16,7851.79,9,826.29,2025-05-23,70,Apparel,Email,1
CUST_0599,2024-10-05,6541.69,13,472.07,2025-04-10,113,Apparel,Social Media,1
CUST_0600,2024-09-26,5916.34,8,706.08,2025-07-16,16,Electronics,Paid Ads,0
CUST_0601,2024-06-21,1412.22,2,593.37,2025-03-31,123,Apparel,Email,1
CUST_0602,2024-11-15,5800.96,5,1039.32,2025-01-16,197,Apparel,Email,1
CUST_0603,2024-11-01,1634.68,2,692.79,2024-11-27,247,Electronics,Referral,1
